#Energy 	 NLD
3.04093	9715.28
3.05783	10116.6
3.07474	10517.9
3.09164	10919.1
3.10855	11320.1
3.12546	11721.1
3.14236	12147.4
3.15927	12636.4
3.17617	13125.3
3.19308	13614.1
3.20999	14102.8
3.22689	14591.4
3.2438	15138.9
3.26071	15785.7
3.27761	16432.4
3.29452	17078.9
3.31142	17725.3
3.32833	18371.5
3.34524	19087.7
3.36214	19886.9
3.37905	20685.9
3.39595	21484.7
3.41286	22283.3
3.42977	23081.7
3.44667	23996.3
3.46358	25008.6
3.48049	26020.7
3.49739	27032.6
3.5143	28044.2
3.5312	29055.6
3.54811	30257.3
3.56502	31571.8
3.58192	32885.9
3.59883	34199.8
3.61573	35513.3
3.63264	36826.5
3.64955	38360
3.66645	39982.3
3.68336	41604.1
3.70026	43225.5
3.71717	44846.5
3.73408	46467.1
3.75098	48469
3.76789	50567.2
3.7848	52664.9
3.8017	54762.1
3.81861	56858.8
3.83551	58954.9
3.85242	61494.3
3.86933	64092.1
3.88623	66689.2
3.90314	69285.7
3.92004	71881.4
3.93695	74476.6
3.95386	77728.8
3.97076	81002.2
3.98767	84274.9
4.00457	87546.7
4.02148	90817.6
4.03839	94136.8
4.05529	98342.7
4.0722	102547
4.08911	106751
4.10601	110954
4.12292	115155
4.13982	119494
4.15673	124702
4.17364	129908
4.19054	135113
4.20745	140317
4.22435	145519
4.24126	151050
4.25817	157733
4.27507	164414
4.29198	171094
4.30889	177771
4.32579	184447
4.3427	191645
4.3596	200019
4.37651	208391
4.39342	216760
4.41032	225128
4.42723	233493
4.44413	242794
4.46104	253545
4.47795	264293
4.49485	275039
4.51176	285781
4.52866	296521
4.54557	308856
4.56248	322936
4.57938	337013
4.59629	351086
4.6132	365155
4.6301	379221
4.64701	395381
4.66391	413172
4.68082	430957
4.69773	448737
4.71463	466513
4.73154	484283
4.74844	505389
4.76535	528309
4.78226	551222
4.79916	574129
4.81607	597030
4.83298	619924
4.84988	647081
4.86679	675791
4.88369	704493
4.9006	733187
4.91751	761872
4.93441	790550
4.95132	825935
4.96822	862811
4.98513	899676
5.00204	936531
5.01894	973375
5.03585	1.01021e+06
5.05275	1.05871e+06
5.06966	1.10846e+06
5.08657	1.1582e+06
5.10347	1.20792e+06
5.12038	1.26016e+06
5.13729	1.32026e+06
5.15419	1.38034e+06
5.1711	1.4404e+06
5.188	1.50045e+06
5.20491	1.5677e+06
5.22182	1.64006e+06
5.23872	1.71241e+06
5.25563	1.78473e+06
5.27253	1.85704e+06
5.28944	1.94287e+06
5.30635	2.02977e+06
5.32325	2.11664e+06
5.34016	2.20349e+06
5.35706	2.29493e+06
5.37397	2.39902e+06
5.39088	2.50309e+06
5.40778	2.60712e+06
5.42469	2.71113e+06
5.4416	2.8275e+06
5.4585	2.95183e+06
5.47541	3.07613e+06
5.49231	3.20038e+06
5.50922	3.32461e+06
5.52613	3.47155e+06
5.54303	3.61968e+06
5.55994	3.76776e+06
5.57684	3.91579e+06
5.59375	4.07196e+06
5.61066	4.24804e+06
5.62756	4.42407e+06
5.64447	4.60005e+06
5.66138	4.77598e+06
5.67828	4.97265e+06
5.69519	5.18141e+06
5.71209	5.3901e+06
5.729	5.59873e+06
5.74591	5.8073e+06
5.76281	6.05323e+06
5.77972	6.30013e+06
5.79662	6.54697e+06
5.81353	6.79373e+06
5.83044	7.05449e+06
5.84734	7.34594e+06
5.86425	7.63731e+06
5.88115	7.92859e+06
5.89806	8.21978e+06
5.91497	8.54505e+06
5.93187	8.88823e+06
5.94878	9.2313e+06
5.96569	9.57426e+06
5.98259	9.91712e+06
5.9995	1.03202e+07
6.0164	1.07234e+07
6.03331	1.11265e+07
6.05022	1.15294e+07
6.06712	1.19559e+07
6.08403	1.24288e+07
6.10093	1.29015e+07
6.11784	1.33741e+07
6.13475	1.38465e+07
6.15165	1.43738e+07
6.16856	1.49271e+07
6.18547	1.54802e+07
6.20237	1.60331e+07
6.21928	1.65877e+07
6.23618	1.72339e+07
6.25309	1.78799e+07
6.27	1.85258e+07
6.2869	1.91714e+07
6.30381	1.98557e+07
6.32071	2.06089e+07
6.33762	2.13617e+07
6.35453	2.21144e+07
6.37143	2.28668e+07
6.38834	2.37061e+07
6.40524	2.45821e+07
6.42215	2.54579e+07
6.43906	2.63334e+07
6.45596	2.72147e+07
6.47287	2.82321e+07
6.48978	2.92492e+07
6.50668	3.0266e+07
6.52359	3.12824e+07
6.54049	3.20404e+07
6.5574	3.23843e+07
6.57431	3.2728e+07
6.59121	3.30716e+07
6.60812	3.3415e+07
6.62502	3.37583e+07
6.64193	3.41015e+07
6.65884	3.44446e+07
6.67574	3.47875e+07
6.69265	3.51303e+07
6.70955	3.5473e+07
6.72646	3.58155e+07
6.74337	3.61579e+07
6.76027	3.65002e+07
6.77718	3.68423e+07
6.79409	3.71843e+07
6.81099	3.75261e+07
6.8279	3.78679e+07
6.8448	3.82095e+07
6.86171	3.85509e+07
6.87862	3.88922e+07
6.89552	3.92334e+07
6.91243	3.95745e+07
6.92933	3.99154e+07
6.94624	4.02562e+07
6.96315	4.05968e+07
6.98005	4.09373e+07
6.99696	4.12776e+07
7.01387	4.16178e+07
7.03077	4.19579e+07
7.04768	4.22979e+07
7.06458	4.26376e+07
7.08149	4.29773e+07
7.0984	4.33168e+07
7.1153	4.36562e+07
7.13221	4.39954e+07
7.14911	4.43345e+07
7.16602	4.46734e+07
7.18293	4.50122e+07
7.19983	4.53508e+07
7.21674	4.56893e+07
7.23364	4.60277e+07
7.25055	4.63659e+07
7.26746	4.6704e+07
7.28436	4.70419e+07
7.30127	4.73797e+07
7.31818	4.77173e+07
7.33508	4.80548e+07
7.35199	4.83921e+07
7.36889	4.87293e+07
7.3858	4.90663e+07
7.40271	4.94032e+07
7.41961	4.97399e+07
7.43652	5.00765e+07
7.45342	5.04129e+07
7.47033	5.07492e+07
7.48724	5.10853e+07
7.50414	5.14213e+07
7.52105	5.17571e+07
7.53796	5.20928e+07
7.55486	5.24283e+07
7.57177	5.27637e+07
7.58867	5.30989e+07
7.60558	5.34339e+07
7.62249	5.37688e+07
7.63939	5.41036e+07
7.6563	5.44382e+07
7.6732	5.47726e+07
7.69011	5.51069e+07
7.70702	5.5441e+07
7.72392	5.5775e+07
7.74083	5.61088e+07
7.75773	5.64424e+07
7.77464	5.67759e+07
7.79155	5.71092e+07
