#Energy 	 NLD
4.47795	263556
4.49485	273722
4.51176	283886
4.52866	294047
4.54557	305549
4.56248	318518
4.57938	331485
4.59629	344447
4.6132	357406
4.6301	370362
4.64701	385441
4.66391	402171
4.68082	418897
4.69773	435617
4.71463	452333
4.73154	469045
4.74844	489948
4.76535	513130
4.78226	536306
4.79916	559476
4.81607	582639
4.83298	605795
4.84988	634889
4.86679	666148
4.88369	697397
4.9006	728638
4.91751	759870
4.93441	791093
4.95132	829910
4.96822	870416
4.98513	910910
5.00204	951393
5.01894	991864
5.03585	1.03232e+06
5.05275	1.08185e+06
5.06966	1.13235e+06
5.08657	1.18283e+06
5.10347	1.2333e+06
5.12038	1.2863e+06
5.13729	1.34722e+06
5.15419	1.40812e+06
5.1711	1.469e+06
5.188	1.52987e+06
5.20491	1.59799e+06
5.22182	1.67125e+06
5.23872	1.74449e+06
5.25563	1.81771e+06
5.27253	1.89091e+06
5.28944	1.9777e+06
5.30635	2.06557e+06
5.32325	2.1534e+06
5.34016	2.24121e+06
5.35706	2.33363e+06
5.37397	2.43875e+06
5.39088	2.54384e+06
5.40778	2.6489e+06
5.42469	2.75393e+06
5.4416	2.87135e+06
5.4585	2.99676e+06
5.47541	3.12212e+06
5.49231	3.24745e+06
5.50922	3.37274e+06
5.52613	3.52079e+06
5.54303	3.67001e+06
5.55994	3.81918e+06
5.57684	3.96831e+06
5.59375	4.12557e+06
5.61066	4.30275e+06
5.62756	4.47987e+06
5.64447	4.65694e+06
5.66138	4.83396e+06
5.67828	5.0317e+06
5.69519	5.2415e+06
5.71209	5.45124e+06
5.729	5.66092e+06
5.74591	5.87054e+06
5.76281	6.11743e+06
5.77972	6.36529e+06
5.79662	6.61308e+06
5.81353	6.86079e+06
5.83044	7.12245e+06
5.84734	7.4147e+06
5.86425	7.70686e+06
5.88115	7.99893e+06
5.89806	8.29092e+06
5.91497	8.61682e+06
5.93187	8.96054e+06
5.94878	9.30416e+06
5.96569	9.64767e+06
5.98259	9.99108e+06
5.9995	1.03944e+07
6.0164	1.07977e+07
6.03331	1.1201e+07
6.05022	1.16042e+07
6.06712	1.20307e+07
6.08403	1.25033e+07
6.10093	1.29757e+07
6.11784	1.3448e+07
6.13475	1.39201e+07
6.15165	1.44467e+07
6.16856	1.4999e+07
6.18547	1.55512e+07
6.20237	1.61032e+07
6.21928	1.66568e+07
6.23618	1.73012e+07
6.25309	1.79455e+07
6.27	1.85896e+07
6.2869	1.92334e+07
6.30381	1.99156e+07
6.32071	2.06658e+07
6.33762	2.14159e+07
6.35453	2.21657e+07
6.37143	2.29152e+07
6.38834	2.37507e+07
6.40524	2.46225e+07
6.42215	2.5494e+07
6.43906	2.63652e+07
6.45596	2.72422e+07
6.47287	2.82537e+07
6.48978	2.92648e+07
6.50668	3.02756e+07
6.52359	3.12861e+07
6.54049	3.20403e+07
6.5574	3.23839e+07
6.57431	3.27274e+07
6.59121	3.30707e+07
6.60812	3.34139e+07
6.62502	3.3757e+07
6.64193	3.40999e+07
6.65884	3.44427e+07
6.67574	3.47854e+07
6.69265	3.51279e+07
6.70955	3.54704e+07
6.72646	3.58126e+07
6.74337	3.61548e+07
6.76027	3.64968e+07
6.77718	3.68387e+07
6.79409	3.71804e+07
6.81099	3.75221e+07
6.8279	3.78635e+07
6.8448	3.82049e+07
6.86171	3.85461e+07
6.87862	3.88872e+07
6.89552	3.92281e+07
6.91243	3.95689e+07
6.92933	3.99095e+07
6.94624	4.02501e+07
6.96315	4.05905e+07
6.98005	4.09307e+07
6.99696	4.12708e+07
7.01387	4.16108e+07
7.03077	4.19506e+07
7.04768	4.22903e+07
7.06458	4.26298e+07
7.08149	4.29692e+07
7.0984	4.33085e+07
7.1153	4.36476e+07
7.13221	4.39866e+07
7.14911	4.43254e+07
7.16602	4.46641e+07
7.18293	4.50026e+07
7.19983	4.5341e+07
7.21674	4.56793e+07
7.23364	4.60174e+07
7.25055	4.63554e+07
7.26746	4.66932e+07
7.28436	4.70309e+07
7.30127	4.73684e+07
7.31818	4.77058e+07
7.33508	4.8043e+07
7.35199	4.83801e+07
7.36889	4.8717e+07
7.3858	4.90538e+07
7.40271	4.93904e+07
7.41961	4.97269e+07
7.43652	5.00632e+07
7.45342	5.03994e+07
7.47033	5.07355e+07
7.48724	5.10713e+07
7.50414	5.14071e+07
7.52105	5.17426e+07
7.53796	5.20781e+07
7.55486	5.24133e+07
7.57177	5.27485e+07
7.58867	5.30834e+07
7.60558	5.34182e+07
7.62249	5.37529e+07
7.63939	5.40874e+07
7.6563	5.44217e+07
7.6732	5.47559e+07
7.69011	5.50899e+07
7.70702	5.54238e+07
7.72392	5.57575e+07
7.74083	5.60911e+07
7.75773	5.64245e+07
7.77464	5.67577e+07
7.79155	5.70908e+07
