#Energy 	 NLD
5.42469	2.5892e+06
5.4416	2.70251e+06
5.4585	2.82372e+06
5.47541	2.94489e+06
5.49231	3.06603e+06
5.50922	3.18713e+06
5.52613	3.33088e+06
5.54303	3.4758e+06
5.55994	3.62067e+06
5.57684	3.7655e+06
5.59375	3.91846e+06
5.61066	4.09133e+06
5.62756	4.26415e+06
5.64447	4.43692e+06
5.66138	4.60964e+06
5.67828	4.80318e+06
5.69519	5.00883e+06
5.71209	5.21443e+06
5.729	5.41996e+06
5.74591	5.62543e+06
5.76281	5.86851e+06
5.77972	6.11258e+06
5.79662	6.35657e+06
5.81353	6.6005e+06
5.83044	6.85856e+06
5.84734	7.14763e+06
5.86425	7.43661e+06
5.88115	7.72551e+06
5.89806	8.01432e+06
5.91497	8.33766e+06
5.93187	8.67915e+06
5.94878	9.02054e+06
5.96569	9.36182e+06
5.98259	9.703e+06
5.9995	1.01054e+07
6.0164	1.05079e+07
6.03331	1.09103e+07
6.05022	1.13126e+07
6.06712	1.17389e+07
6.08403	1.22125e+07
6.10093	1.2686e+07
6.11784	1.31593e+07
6.13475	1.36325e+07
6.15165	1.41618e+07
6.16856	1.47177e+07
6.18547	1.52734e+07
6.20237	1.58289e+07
6.21928	1.63862e+07
6.23618	1.70375e+07
6.25309	1.76887e+07
6.27	1.83396e+07
6.2869	1.89903e+07
6.30381	1.9681e+07
6.32071	2.04424e+07
6.33762	2.12036e+07
6.35453	2.19645e+07
6.37143	2.27253e+07
6.38834	2.35757e+07
6.40524	2.44641e+07
6.42215	2.53522e+07
6.43906	2.62401e+07
6.45596	2.7134e+07
6.47287	2.81689e+07
6.48978	2.92035e+07
6.50668	3.02377e+07
6.52359	3.12717e+07
6.54049	3.20407e+07
6.5574	3.23852e+07
6.57431	3.27297e+07
6.59121	3.30739e+07
6.60812	3.34181e+07
6.62502	3.37621e+07
6.64193	3.4106e+07
6.65884	3.44498e+07
6.67574	3.47934e+07
6.69265	3.51369e+07
6.70955	3.54803e+07
6.72646	3.58235e+07
6.74337	3.61666e+07
6.76027	3.65096e+07
6.77718	3.68524e+07
6.79409	3.71951e+07
6.81099	3.75377e+07
6.8279	3.78801e+07
6.8448	3.82224e+07
6.86171	3.85646e+07
6.87862	3.89066e+07
6.89552	3.92485e+07
6.91243	3.95902e+07
6.92933	3.99318e+07
6.94624	4.02733e+07
6.96315	4.06146e+07
6.98005	4.09558e+07
6.99696	4.12969e+07
7.01387	4.16378e+07
7.03077	4.19785e+07
7.04768	4.23192e+07
7.06458	4.26597e+07
7.08149	4.3e+07
7.0984	4.33402e+07
7.1153	4.36803e+07
7.13221	4.40202e+07
7.14911	4.436e+07
7.16602	4.46996e+07
7.18293	4.50391e+07
7.19983	4.53784e+07
7.21674	4.57176e+07
7.23364	4.60567e+07
7.25055	4.63956e+07
7.26746	4.67344e+07
7.28436	4.7073e+07
7.30127	4.74114e+07
7.31818	4.77497e+07
7.33508	4.80879e+07
7.35199	4.84259e+07
7.36889	4.87638e+07
7.3858	4.91015e+07
7.40271	4.94391e+07
7.41961	4.97765e+07
7.43652	5.01138e+07
7.45342	5.04509e+07
7.47033	5.07879e+07
7.48724	5.11247e+07
7.50414	5.14614e+07
7.52105	5.17979e+07
7.53796	5.21342e+07
7.55486	5.24704e+07
7.57177	5.28065e+07
7.58867	5.31424e+07
7.60558	5.34781e+07
7.62249	5.38137e+07
7.63939	5.41492e+07
7.6563	5.44844e+07
7.6732	5.48196e+07
7.69011	5.51545e+07
7.70702	5.54893e+07
7.72392	5.5824e+07
7.74083	5.61585e+07
7.75773	5.64928e+07
7.77464	5.6827e+07
7.79155	5.7161e+07
