#T	#Chi2
0.350 110.594
0.355  95.124
0.360  81.105
0.365  68.483
0.370  57.194
0.375  47.172
0.380  38.347
0.385  30.646
0.390  23.999
0.395  18.334
0.400  13.578
0.405   9.665
0.410   6.528
0.415   4.104
0.420   2.334
0.425   1.160
0.430   0.529
0.435   0.393
0.440   0.703
0.445   1.418
0.450   2.497
0.455   3.903
0.460   5.602
0.465   7.563
0.470   9.757
0.475  12.158
0.480  14.741
0.485  17.485
0.490  20.369
0.495  23.376
0.500  26.488
0.505  29.691
0.510  32.970
0.515  36.315
0.520  39.712
