 Parameters used:

First geneneration spectra extracted for
excitation energies between  6838.-   38. keV
corresponding to y-channels    68 -    0
 Number of spectra=   69
 Ax0 =    39.0 Ax1 =   104.0 Ay0 =    37.5 Ay1 =   100.0
 AxW0=     0.0 AxW1=     0.0 AyW0=     0.0 AyW1=     0.0
 Weighting: 0 Level density parameter a=16.0 Exponent n=4.2
 Normalization= 2 Stat/Tot= 2 Areacorr.= 1
 Experimental lower gamma threshold:      560.0 keV (ch=   5)
 Upper threshold for statistical gammas: 1400.0 keV (ch=  13)
 Average energy entry point in g.s. band:  300.(stat)     0.(tot)
 Sliding threshold given by Ex*R, with R = 0.30
 Multiplicities: MA = Af/Afg and ME = (Ex-ExEntry)/<Eg>

Iteration number:   1
Y-ch   Ex        Af        Ag       Afg  Mult    Sing Alpha MATot METot MASta MESta
 68  6838.       59.       42.       17. 3.52       0  1.14  3.52  3.52  2.26  2.71
 67  6738.     1090.      735.      355. 3.72       0  1.15  3.07  3.72  2.44  2.78
 66  6638.     7995.     5464.     2531. 3.61       0  1.15  3.16  3.61  2.44  2.70
 65  6538.    20925.    14344.     6582. 3.54    1000  1.15  3.18  3.54  2.37  2.67
 64  6438.    28781.    19570.     9211. 3.50    1000  1.15  3.12  3.50  2.35  2.63
 63  6338.    29215.    19792.     9423. 3.45    1000  1.15  3.10  3.45  2.32  2.59
 62  6238.    29037.    19639.     9398. 3.40    1000  1.15  3.09  3.40  2.30  2.54
 61  6138.    28885.    19311.     9574. 3.38    1000  1.15  3.02  3.38  2.27  2.52
 60  6038.    28771.    19176.     9595. 3.32    1000  1.15  3.00  3.32  2.23  2.48
 59  5938.    27980.    18545.     9436. 3.28    1000  1.15  2.97  3.28  2.20  2.44
 58  5838.    27511.    18105.     9407. 3.24    1000  1.15  2.92  3.24  2.17  2.40
 57  5738.    27069.    17693.     9376. 3.20    1000  1.15  2.89  3.20  2.14  2.36
 56  5638.    26532.    17338.     9193. 3.14    1000  1.15  2.89  3.14  2.13  2.31
 55  5538.    26268.    17077.     9191. 3.09    1000  1.15  2.86  3.09  2.09  2.27
 54  5438.    26149.    16916.     9233. 3.04    1000  1.15  2.83  3.04  2.06  2.23
 53  5338.    25414.    16228.     9186. 3.02    1000  1.15  2.77  3.02  2.03  2.20
 52  5238.    25373.    16190.     9183. 2.95    1000  1.15  2.76  2.95  2.02  2.14
 51  5138.    24744.    15776.     8968. 2.89    1000  1.15  2.76  2.89  1.98  2.10
 50  5038.    24283.    15205.     9078. 2.88    1000  1.15  2.67  2.88  1.95  2.07
 49  4938.    24046.    15011.     9035. 2.82    1000  1.15  2.66  2.82  1.90  2.03
 48  4838.    23536.    14660.     8876. 2.76    1000  1.15  2.65  2.76  1.88  1.98
 47  4738.    23122.    14289.     8833. 2.72    1000  1.15  2.62  2.72  1.85  1.95
 46  4638.    22637.    13826.     8812. 2.69    1000  1.15  2.57  2.69  1.84  1.90
 45  4538.    22169.    13551.     8618. 2.62    1000  1.15  2.57  2.62  1.79  1.86
 44  4438.    21942.    13285.     8657. 2.58    1000  1.15  2.53  2.58  1.83  1.87
 43  4338.    21417.    12842.     8574. 2.54    1000  1.15  2.50  2.54  1.78  1.84
 42  4238.    21250.    12684.     8566. 2.48    1000  1.15  2.48  2.48  1.75  1.79
 41  4138.    20871.    12324.     8547. 2.44    1000  1.15  2.44  2.44  1.72  1.75
 40  4038.    20269.    11780.     8489. 2.39    1000  1.14  2.39  2.39  1.78  1.77
 39  3938.    19540.    11277.     8263. 2.36    1000  1.15  2.36  2.36  1.76  1.74
 38  3838.    19325.    10884.     8442. 2.29    1000  1.12  2.29  2.29  1.68  1.69
 37  3738.    18807.    10422.     8385. 2.24    1000  1.11  2.24  2.24  1.67  1.69
 36  3638.    18546.    10088.     8458. 2.19    1000  1.10  2.19  2.19  1.63  1.65
 35  3538.    18065.     9705.     8359. 2.16    1000  1.12  2.16  2.16  1.59  1.60
 34  3438.    17982.     9467.     8515. 2.11    1000  1.10  2.11  2.11  1.54  1.56
 33  3338.    17682.     9163.     8520. 2.08    1000  1.10  2.08  2.08  1.74  1.60
 32  3238.    17031.     8662.     8369. 2.03    1000  1.09  2.03  2.03  1.70  1.57
 31  3138.    16936.     8428.     8508. 1.99    1000  1.08  1.99  1.99  1.67  1.51
 30  3038.    16496.     8178.     8318. 1.98    1000  1.11  1.98  1.98  1.67  1.53
 29  2938.    16436.     7871.     8565. 1.92    1000  1.07  1.92  1.92  1.62  1.47
 28  2838.    15527.     6974.     8553. 1.82    1000  0.99  1.82  1.82  1.53  1.38
 27  2738.    15211.     6455.     8755. 1.74    1000  0.94  1.74  1.74  1.45  1.32
 26  2638.    15038.     6108.     8929. 1.68    1000  0.91  1.68  1.68  1.39  1.32
 25  2538.    13306.     5277.     8029. 1.66    1000  0.92  1.66  1.66  1.37  1.27
 24  2438.    12528.     4694.     7834. 1.60    1000  0.88  1.60  1.60  1.31  1.25
 23  2338.    13773.     4917.     8856. 1.53    1000  0.85  1.56  1.53  1.27  1.22
 22  2238.    13641.     4761.     8881. 1.47    1000  0.85  1.54  1.47  1.23  1.19
 21  2138.    13628.     4421.     9207. 1.48    1000  0.85  1.48  1.48  1.20  1.19
 20  2038.    12832.     3991.     8841. 1.45    1000  0.86  1.45  1.45  1.17  1.17
 19  1938.    12941.     3859.     9083. 1.38    1000  0.85  1.42  1.38  1.42  1.17
