# #E, E1, M1
1.640000000000000124e+00 1.579642525104075073e-08 3.533740641436740384e-08
1.679999999999999938e+00 1.600969244041859606e-08 3.787081753792981294e-08
1.719999999999999973e+00 1.623127840357187603e-08 4.059236636975612757e-08
1.760000000000000009e+00 1.646142997482810224e-08 4.350687246924665018e-08
1.800000000000000044e+00 1.670039771314099160e-08 4.661450997475595664e-08
1.840000000000000080e+00 1.694843602319733131e-08 4.990888654809748112e-08
1.880000000000000115e+00 1.720580327918220707e-08 5.337475188619669665e-08
1.919999999999999929e+00 1.747276195129674432e-08 5.698543007044685191e-08
1.959999999999999964e+00 1.774957873512542383e-08 6.070019429444499413e-08
2.000000000000000000e+00 1.803652468395236227e-08 6.446197073493553050e-08
2.040000000000000036e+00 1.833387534412912504e-08 6.819595085827060081e-08
2.080000000000000071e+00 1.864191089359927525e-08 7.180985673328711579e-08
2.120000000000000107e+00 1.896091628368804957e-08 7.519665238190803468e-08
2.160000000000000142e+00 1.929118138426860177e-08 7.824031203899419207e-08
2.200000000000000178e+00 1.963300113241954403e-08 8.082475279608924697e-08
2.240000000000000213e+00 1.998667568469181815e-08 8.284522589884449079e-08
2.280000000000000249e+00 2.035251057310645230e-08 8.422052445927357645e-08
2.319999999999999840e+00 2.073081686500839233e-08 8.490366351228376517e-08
2.359999999999999876e+00 2.112191132690514990e-08 8.488861405825949789e-08
2.399999999999999911e+00 2.152611659242318550e-08 8.421141972987944647e-08
2.439999999999999947e+00 2.194376133451854094e-08 8.294540818893800813e-08
2.479999999999999982e+00 2.237518044208273569e-08 8.119170691585549484e-08
2.520000000000000018e+00 2.282071520108893848e-08 7.906729885626602815e-08
2.560000000000000053e+00 2.328071348042801482e-08 7.669307841656083987e-08
2.600000000000000089e+00 2.375552992258853415e-08 7.418385804438031657e-08
2.640000000000000124e+00 2.424552613933953898e-08 7.164137781168365888e-08
2.680000000000000160e+00 2.475107091257986749e-08 6.915047915333583099e-08
2.720000000000000195e+00 2.527254040052274485e-08 6.677797608390244801e-08
2.760000000000000231e+00 2.581031834938958925e-08 6.457346293198798310e-08
2.800000000000000266e+00 2.636479631079246807e-08 6.257127396140826530e-08
2.839999999999999858e+00 2.693637386499012539e-08 6.079294448352265914e-08
2.879999999999999893e+00 2.752545885020822600e-08 5.924971356273452660e-08
2.919999999999999929e+00 2.813246759822046671e-08 5.794478964237353075e-08
2.959999999999999964e+00 2.875782517639334961e-08 5.687524237178259547e-08
3.000000000000000000e+00 2.940196563640362629e-08 5.603348086609404435e-08
3.040000000000000036e+00 3.006533226984409507e-08 5.540833724625571208e-08
3.080000000000000071e+00 3.074837787094006459e-08 5.498580528711289595e-08
3.120000000000000107e+00 3.145156500660584416e-08 5.474949754364578221e-08
3.160000000000000142e+00 3.217536629407756339e-08 5.468088832475354614e-08
3.200000000000000178e+00 3.292026468636651798e-08 5.475940962842772179e-08
3.240000000000000213e+00 3.368675376578414389e-08 5.496246564414181405e-08
3.280000000000000249e+00 3.447533804579828188e-08 5.526542985266220909e-08
3.320000000000000284e+00 3.528653328148791830e-08 5.564168690373215025e-08
3.359999999999999876e+00 3.612086678887227030e-08 5.606277809702861592e-08
3.399999999999999911e+00 3.697887777339861981e-08 5.649870255165179252e-08
3.439999999999999947e+00 3.786111766788184420e-08 5.691841397241420832e-08
3.479999999999999982e+00 3.876815048019813999e-08 5.729053371908890511e-08
3.520000000000000018e+00 3.970055315104427080e-08 5.758427429701157620e-08
3.560000000000000053e+00 4.065891592208372883e-08 5.777053501355606976e-08
3.600000000000000089e+00 4.164384271481076815e-08 5.782309735570698188e-08
3.640000000000000124e+00 4.265595152047344579e-08 5.771981773317706937e-08
3.680000000000000160e+00 4.369587480140733476e-08 5.744369668999506091e-08
3.720000000000000195e+00 4.476425990414216795e-08 5.698370269318456656e-08
3.760000000000000231e+00 4.586176948465447777e-08 5.633524825073797258e-08
3.800000000000000266e+00 4.698908194615093033e-08 5.550025479037079959e-08
3.839999999999999858e+00 4.814689188977787857e-08 5.448679391602080989e-08
3.879999999999999893e+00 4.933591057866524563e-08 5.330834636034373840e-08
3.919999999999999929e+00 5.055686641572400640e-08 5.198276547729581723e-08
3.959999999999999964e+00 5.181050543562951881e-08 5.053106110884228506e-08
4.000000000000000000e+00 5.309759181143521178e-08 4.897612823249714607e-08
4.000000000000000000e+00 5.309759181143521178e-08 4.897612823249714607e-08
4.107382550335570315e+00 5.672438700063622748e-08 4.447161019431862670e-08
4.214765100671140630e+00 6.061379351017955728e-08 3.981038162471535567e-08
4.322147651006710944e+00 6.478273527364997809e-08 3.530848120245597413e-08
4.429530201342282147e+00 6.924929906129777552e-08 3.115701452935454750e-08
4.536912751677852462e+00 7.403282725594317420e-08 2.744291837667692804e-08
4.644295302013422777e+00 7.915401829027461201e-08 2.418281067435768533e-08
4.751677852348993092e+00 8.463503537262000859e-08 2.135312259850771198e-08
4.859060402684563407e+00 9.049962416692440803e-08 1.891131535317010369e-08
4.966442953020134610e+00 9.677324012978097152e-08 1.680881439051670406e-08
5.073825503355704925e+00 1.034831862414730400e-07 1.499800858323635022e-08
5.181208053691275239e+00 1.106587618971534138e-07 1.343553899979320547e-08
5.288590604026845554e+00 1.183314237459983429e-07 1.208347753462743786e-08
5.395973154362415869e+00 1.265349592771715188e-07 1.090940506725680028e-08
5.503355704697986184e+00 1.353056739475453301e-07 9.885976119237265340e-09
5.610738255033556499e+00 1.446825926220277784e-07 8.990289975125834824e-09
5.718120805369127702e+00 1.547076760462908277e-07 8.203231482643831767e-09
5.825503355704698016e+00 1.654260529851703015e-07 7.508857400927839041e-09
5.932885906040268331e+00 1.768862685273218759e-07 6.893857710773643362e-09
6.040268456375839534e+00 1.891405488645052923e-07 6.347097895015055890e-09
6.147651006711409849e+00 2.022450825854931301e-07 5.859237327779728557e-09
6.255033557046980164e+00 2.162603181594735344e-07 5.422414617690672200e-09
6.362416107382550479e+00 2.312512767965142670e-07 5.029989748466165857e-09
6.469798657718120793e+00 2.472878792320787376e-07 4.676333388887124156e-09
6.577181208053691108e+00 2.644452841507385204e-07 4.356654885391258902e-09
6.684563758389261423e+00 2.828042348951828768e-07 4.066861746636798499e-09
6.791946308724831738e+00 3.024514097451571060e-07 3.803444666983775407e-09
6.899328859060402053e+00 3.234797693313320694e-07 3.563383228649799154e-09
7.006711409395973256e+00 3.459888925939322969e-07 3.344068347327074525e-09
7.114093959731543571e+00 3.700852900153602159e-07 3.143238289880627112e-09
7.221476510067113885e+00 3.958826795474754563e-07 2.958925714033850021e-09
7.328859060402685088e+00 4.235022066032283394e-07 2.789413680669743783e-09
7.436241610738255403e+00 4.530725845653380816e-07 2.633198990763982995e-09
7.543624161073825718e+00 4.847301263539139836e-07 2.488961519815124517e-09
7.651006711409396033e+00 5.186186305675882294e-07 2.355538478833358285e-09
7.758389261744966348e+00 5.548890774658134357e-07 2.231902735555524986e-09
7.865771812080536662e+00 5.936990805324277321e-07 2.117144493132717788e-09
7.973154362416106977e+00 6.352120285662242466e-07 2.010455754537308578e-09
8.080536912751679068e+00 6.795958413182477203e-07 1.911117106074138839e-09
8.187919463087247607e+00 7.270212489578408266e-07 1.818486437972579343e-09
8.295302013422819698e+00 7.776594926887641001e-07 1.731989288283361043e-09
8.402684563758388236e+00 8.316793316165280732e-07 1.651110551524263776e-09
8.510067114093960328e+00 8.892432309552717981e-07 1.575387338332459529e-09
8.617449664429528866e+00 9.505026009707134717e-07 1.504402808861993246e-09
8.724832214765100957e+00 1.015591957592412311e-06 1.437780832453552267e-09
8.832214765100671272e+00 1.084621888212975582e-06 1.375181350504467075e-09
8.939597315436241587e+00 1.157670734602677791e-06 1.316296339515741095e-09
9.046979865771811902e+00 1.234774954742305803e-06 1.260846287817311756e-09
9.154362416107382217e+00 1.315918202868594948e-06 1.208577113133424398e-09
9.261744966442952531e+00 1.401019278093157169e-06 1.159257459477430140e-09
9.369127516778522846e+00 1.489919241151880567e-06 1.112676321285664775e-09
9.476510067114094937e+00 1.582368187512137284e-06 1.068640950557180212e-09
9.583892617449663476e+00 1.678012388936954927e-06 1.026975009338075191e-09
9.691275167785235567e+00 1.776382761963038013e-06 9.875169354014253880e-10
9.798657718120804105e+00 1.876885866678925024e-06 9.501184936099896088e-10
9.906040268456376197e+00 1.978798845770370910e-06 9.146434893583881485e-10
1.001342281879194651e+01 2.081269832514622623e-06 8.809666237970138316e-10
1.012080536912751683e+01 2.183325329246564303e-06 8.489724733417134706e-10
1.022818791946308714e+01 2.283885827315998983e-06 8.185545783541791699e-10
1.033557046979865746e+01 2.381790462950582437e-06 7.896146279059052944e-10
1.044295302013422777e+01 2.475830770384522143e-06 7.620617292700971781e-10
1.055033557046979809e+01 2.564792643285001690e-06 7.358117522676488597e-10
1.065771812080537018e+01 2.647504546838670863e-06 7.107867398642227879e-10
1.076510067114093872e+01 2.722888990959914792e-06 6.869143775078693501e-10
1.087248322147651081e+01 2.790013469204452172e-06 6.641275146376404579e-10
1.097986577181207934e+01 2.848136671947299234e-06 6.423637326059696672e-10
1.108724832214765144e+01 2.896745925981559338e-06 6.215649539601321438e-10
1.119463087248322175e+01 2.935582528659259763e-06 6.016770886370752849e-10
1.130201342281879207e+01 2.964652847631673039e-06 5.826497131546008140e-10
1.140939597315436238e+01 2.984224554869469658e-06 5.644357793419241448e-10
1.151677852348993270e+01 2.994808899692914764e-06 5.469913495535409549e-10
1.162416107382550301e+01 2.997131241492596457e-06 5.302753556604083255e-10
1.173154362416107332e+01 2.992092958310630471e-06 5.142493794186423554e-10
1.183892617449664542e+01 2.980728220557492507e-06 4.988774520842226411e-10
1.194630872483221395e+01 2.964158976378117816e-06 4.841258713776371214e-10
1.205369127516778427e+01 2.943550932898311008e-06 4.699630341093844305e-10
1.216107382550335636e+01 2.920072485707264712e-06 4.563592829594918227e-10
1.226845637583892668e+01 2.894857611590864441e-06 4.432867660649040376e-10
1.237583892617449699e+01 2.868972844637687206e-06 4.307193082105248859e-10
1.248322147651006730e+01 2.843387719930853405e-06 4.186322925452377401e-10
1.259060402684563762e+01 2.818947577308060296e-06 4.070025518554117401e-10
1.269798657718120793e+01 2.796347434383022931e-06 3.958082685270376197e-10
1.280536912751677825e+01 2.776105819627945356e-06 3.850288824152459873e-10
1.291275167785234856e+01 2.758538058119916704e-06 3.746450059178829559e-10
1.302013422818791888e+01 2.743729568935978382e-06 3.646383456192200281e-10
1.312751677852348919e+01 2.731511262058590120e-06 3.549916299317683052e-10
1.323489932885905951e+01 2.721440999690258233e-06 3.456885422194302036e-10
1.334228187919462982e+01 2.712796999133325009e-06 3.367136589346284771e-10
1.344966442953020191e+01 2.704590420372601206e-06 3.280523923462812807e-10
1.355704697986577223e+01 2.695604370060699698e-06 3.196909374751225931e-10
1.366442953020134254e+01 2.684464283227564312e-06 3.116162228884272453e-10
1.377181208053691286e+01 2.669739610193231870e-06 3.038158650381469089e-10
1.387919463087248317e+01 2.650069368284092412e-06 2.962781258551794422e-10
1.398657718120805349e+01 2.624296153565476160e-06 2.889918733383589960e-10
1.409395973154362380e+01 2.591587456760363812e-06 2.819465449000511030e-10
1.420134228187919412e+01 2.551522411979401887e-06 2.751321132512646761e-10
1.430872483221476443e+01 2.504127740184312382e-06 2.685390546281746775e-10
1.441610738255033475e+01 2.449857379486701019e-06 2.621583191791106280e-10
1.452348993288590506e+01 2.389522584470279391e-06 2.559813033465992881e-10
1.463087248322147715e+01 2.324188942952388211e-06 2.499998240931115513e-10
